loan_percent_income,loan_int_rate,loan_amnt,previous_loan_defaults_on_file
0.18,11.01,5000.0,Yes
0.05,16.69,1000.0,No
0.53,8.94,15000.0,Yes
0.05,14.3,1000.0,No
0.05,15.65,1000.0,No
0.05,11.49,1000.0,Yes
0.05,13.48,1000.0,Yes
0.04,12.53,1000.0,Yes
0.39,10.62,19000.0,No
0.39,12.18,19000.0,No
0.33,11.99,19000.0,No
0.31,10.99,19000.0,No
0.3,11.01,19000.0,No
0.24,10.38,7000.0,Yes
0.33,16.7,19000.0,No
0.29,11.01,19000.0,No
0.29,11.01,19000.0,No
0.29,11.14,19000.0,No
0.25,7.49,19000.0,No
0.22,8.88,19000.0,Yes
0.22,10.99,19000.0,Yes
0.21,10.62,19000.0,No
0.2,8.9,19000.0,Yes
0.2,14.59,6000.0,No
0.08,9.91,2500.0,Yes
0.16,13.22,19000.0,No
0.15,12.29,19000.0,Yes
0.09,11.48,19000.0,No
0.31,11.01,18950.0,No
0.28,6.99,18800.0,No
0.22,10.38,18750.0,Yes
0.42,6.54,18725.0,No
0.35,11.83,18550.0,No
0.24,12.42,7100.0,No
0.44,10.71,18500.0,No
0.42,10.91,18500.0,No
0.4,7.66,18500.0,No
0.27,13.61,18500.0,No
0.2,11.26,18500.0,Yes
0.2,7.49,18500.0,Yes
0.21,7.9,18500.0,No
0.27,9.91,8000.0,No
0.1,7.9,3000.0,Yes
0.2,15.33,18500.0,No
0.11,12.87,18500.0,No
0.17,7.9,5000.0,Yes
0.31,13.16,18400.0,No
0.3,9.99,18400.0,No
0.13,8.9,18400.0,Yes
0.17,14.65,5000.0,No
0.2,13.49,6000.0,Yes
0.43,10.25,18250.0,No
0.43,11.49,18250.0,No
0.43,17.04,18250.0,No
0.35,10.25,18250.0,No
0.04,5.42,1300.0,No
0.4,14.61,18250.0,No
0.33,13.35,18250.0,No
0.19,5.99,5800.0,No
0.33,10.75,18250.0,No
0.32,14.26,18250.0,No
0.27,17.56,18250.0,No
0.31,14.83,18250.0,No
0.3,16.7,18250.0,No
0.3,10.74,18225.0,No
0.34,14.91,18225.0,No
0.42,8.88,18200.0,No
0.41,9.91,18200.0,No
0.41,11.71,18200.0,No
0.27,10.99,18200.0,No
0.54,11.54,18000.0,No
0.27,15.62,8000.0,No
0.44,9.91,18000.0,No
0.41,9.88,18000.0,No
0.47,13.48,18000.0,No
0.37,9.25,18000.0,No
0.37,13.11,18000.0,No
0.17,10.99,5000.0,Yes
0.35,6.17,18000.0,No
0.27,5.99,8000.0,Yes
0.08,7.49,2400.0,Yes
0.34,11.03,18000.0,No
0.34,7.9,18000.0,No
0.34,13.57,18000.0,No
0.34,12.18,18000.0,No
0.38,17.19,18000.0,No
0.32,15.23,18000.0,No
0.31,11.01,18000.0,No
0.35,14.46,18000.0,No
0.14,6.99,4200.0,Yes
0.34,16.63,18000.0,No
0.29,12.42,18000.0,No
0.29,7.9,18000.0,No
0.17,15.99,5000.0,No
0.14,10.99,4200.0,Yes
0.3,13.11,18000.0,No
0.3,13.79,18000.0,No
0.08,10.59,2500.0,Yes
0.29,11.01,18000.0,No
0.2,12.68,6000.0,No
0.28,12.98,18000.0,No
0.28,13.85,18000.0,No
0.28,12.21,18000.0,No
0.32,10.71,18000.0,No
0.31,6.54,18000.0,No
0.26,5.79,8000.0,Yes
0.27,12.84,18000.0,No
0.27,10.99,18000.0,No
0.05,11.11,1375.0,No
0.26,13.48,18000.0,No
0.3,14.74,18000.0,No
0.26,11.01,18000.0,No
0.28,19.69,18000.0,No
0.28,17.19,18000.0,No
0.25,16.32,18000.0,No
0.25,9.33,18000.0,Yes
0.24,13.23,18000.0,Yes
0.17,7.66,5000.0,No
0.24,13.85,18000.0,Yes
0.19,9.63,5600.0,No
0.33,6.92,10000.0,Yes
0.24,9.63,18000.0,Yes
0.23,10.99,18000.0,Yes
0.23,13.57,18000.0,No
0.23,11.01,18000.0,Yes
0.23,13.99,18000.0,Yes
0.25,14.96,18000.0,No
0.23,11.01,18000.0,No
0.25,16.0,18000.0,No
0.25,16.29,18000.0,No
0.22,10.25,18000.0,Yes
0.22,10.65,18000.0,No
0.21,9.88,18000.0,Yes
0.27,16.0,18000.0,No
0.21,16.45,18000.0,Yes
0.23,15.33,18000.0,No
0.21,11.83,18000.0,Yes
0.22,14.54,18000.0,No
0.21,7.88,18000.0,Yes
0.1,13.98,3000.0,No
0.2,11.01,18000.0,Yes
0.04,15.21,1200.0,No
0.2,12.73,18000.0,Yes
0.12,15.58,3500.0,No
0.2,9.88,18000.0,Yes
0.23,11.86,7000.0,No
0.19,13.49,18000.0,No
0.19,7.9,18000.0,No
0.19,8.49,18000.0,No
0.19,10.99,18000.0,Yes
0.19,13.85,18000.0,Yes
0.18,13.98,18000.0,Yes
0.09,16.07,2800.0,No
0.18,11.01,18000.0,Yes
0.19,10.65,18000.0,No
0.28,15.7,8500.0,Yes
0.07,13.11,2100.0,No
0.18,15.27,18000.0,No
0.2,10.99,6000.0,No
0.18,9.88,18000.0,Yes
0.08,7.14,2500.0,No
0.17,11.71,18000.0,Yes
0.17,8.49,18000.0,Yes
0.17,11.89,18000.0,No
0.17,13.16,18000.0,No
0.16,8.88,18000.0,Yes
0.16,8.49,18000.0,Yes
0.16,15.31,18000.0,Yes
0.15,12.53,18000.0,Yes
0.14,12.18,18000.0,Yes
0.17,7.51,18000.0,No
0.13,11.83,18000.0,No
0.12,18.3,18000.0,Yes
0.12,14.79,18000.0,Yes
0.17,10.95,5000.0,Yes
0.1,13.72,18000.0,No
0.1,10.62,18000.0,No
0.17,12.21,5000.0,Yes
0.2,10.91,17950.0,Yes
0.11,11.01,17950.0,No
0.24,9.63,7000.0,No
0.23,16.35,17800.0,No
0.05,12.21,1500.0,Yes
0.3,13.49,17750.0,No
0.22,11.49,17700.0,Yes
0.27,9.76,8000.0,No
0.27,11.34,8000.0,Yes
0.13,13.87,3975.0,Yes
0.32,8.9,17625.0,No
0.24,12.99,17600.0,Yes
0.22,10.74,17600.0,Yes
0.21,10.62,17600.0,No
0.2,11.01,17600.0,No
0.17,8.7,5000.0,Yes
0.12,12.99,3500.0,Yes
0.2,17.19,17600.0,No
0.44,15.95,17500.0,No
0.4,14.22,17500.0,No
0.38,12.53,17500.0,No
0.15,11.83,4500.0,Yes
0.13,15.05,4000.0,Yes
0.35,10.62,17500.0,No
0.06,11.89,1800.0,Yes
0.16,10.75,5000.0,Yes
0.32,12.53,17500.0,No
0.3,13.61,17500.0,No
0.29,13.85,17500.0,No
0.29,13.85,17500.0,No
0.27,6.54,17500.0,No
0.26,17.19,17500.0,No
0.25,13.49,17500.0,Yes
0.24,9.25,17500.0,Yes
0.24,6.54,17500.0,No
0.19,7.9,17500.0,Yes
0.18,13.16,5500.0,No
0.15,11.71,17500.0,Yes
0.06,13.99,2000.0,Yes
0.36,9.91,17475.0,No
0.31,9.91,17475.0,No
0.16,12.69,5000.0,No
0.25,7.51,17475.0,Yes
0.18,11.99,17400.0,No
0.15,10.37,17400.0,Yes
0.11,11.71,17400.0,Yes
0.15,17.58,17200.0,No
0.4,10.37,17000.0,No
0.47,12.99,17000.0,No
0.23,15.58,7000.0,Yes
0.35,10.65,17000.0,No
0.33,12.87,17000.0,No
0.33,7.66,17000.0,No
0.32,13.47,17000.0,No
0.3,10.38,17000.0,No
0.3,9.99,17000.0,No
0.28,16.82,17000.0,No
0.28,13.79,17000.0,No
0.15,11.01,4575.0,No
0.26,11.26,8000.0,Yes
0.27,8.49,17000.0,No
0.31,14.96,17000.0,No
0.27,12.98,17000.0,No
0.21,11.34,6500.0,Yes
0.27,11.58,17000.0,No
0.26,11.01,17000.0,No
0.25,9.88,17000.0,No
0.24,11.01,7400.0,Yes
0.25,7.51,17000.0,Yes
0.26,10.25,17000.0,No
0.08,14.27,2400.0,Yes
0.23,11.11,17000.0,Yes
0.23,6.91,17000.0,No
0.13,15.27,4000.0,Yes
0.23,5.99,17000.0,Yes
0.21,13.47,17000.0,Yes
0.2,8.88,17000.0,Yes
0.19,7.88,17000.0,Yes
0.19,12.53,17000.0,Yes
0.19,9.33,17000.0,No
0.18,10.99,17000.0,No
0.12,9.91,3600.0,Yes
0.17,13.11,17000.0,Yes
0.16,9.63,17000.0,No
0.21,16.77,17000.0,No
0.16,10.59,17000.0,No
0.15,11.49,17000.0,Yes
0.15,11.48,17000.0,Yes
0.12,10.37,17000.0,No
0.08,9.88,17000.0,Yes
0.28,18.25,16950.0,No
0.19,6.54,16875.0,No
0.23,6.99,7000.0,Yes
0.23,8.49,7200.0,Yes
0.39,10.99,16800.0,No
0.27,12.53,16800.0,No
0.06,8.49,1800.0,Yes
0.25,11.01,16800.0,No
0.23,14.65,16800.0,Yes
0.23,6.54,16800.0,Yes
0.23,13.85,16800.0,Yes
0.26,12.67,16800.0,No
0.1,9.99,3000.0,No
0.21,13.49,16800.0,Yes
0.23,16.77,16800.0,No
0.19,15.65,16800.0,No
0.14,12.42,16800.0,No
0.14,6.17,16800.0,Yes
0.13,13.11,16800.0,Yes
0.11,12.42,16800.0,No
0.06,14.17,2000.0,Yes
0.38,15.28,16750.0,No
0.3,10.75,16750.0,No
0.3,12.41,16750.0,No
0.3,11.99,16750.0,No
0.13,11.11,4000.0,Yes
0.33,17.58,16750.0,No
0.27,13.11,16750.0,No
0.26,11.01,16750.0,No
0.25,20.0,16750.0,No
0.25,10.37,16700.0,Yes
0.23,14.18,16600.0,No
0.19,13.92,16525.0,Yes
0.14,15.28,16525.0,No
0.33,10.75,16500.0,No
0.29,11.01,16500.0,No
0.29,10.62,16500.0,No
0.28,8.9,16500.0,No
0.05,6.76,1500.0,No
0.24,12.8,16500.0,No
0.24,9.32,16500.0,No
0.29,7.14,9000.0,No
0.37,7.88,11500.0,Yes
0.1,6.76,3000.0,No
0.16,16.77,16500.0,No
0.3,13.49,16425.0,No
0.22,10.99,16400.0,No
0.48,11.01,16300.0,No
0.28,12.42,16250.0,No
0.03,7.51,1000.0,Yes
0.24,10.37,16075.0,Yes
0.34,17.14,16050.0,No
0.44,13.23,16000.0,No
0.39,10.99,16000.0,No
0.37,6.03,16000.0,No
0.2,15.31,6250.0,No
0.37,11.71,16000.0,No
0.37,11.01,16000.0,No
0.15,13.57,4750.0,No
0.09,11.01,2800.0,Yes
0.35,7.9,16000.0,No
0.35,12.87,16000.0,No
0.33,15.65,16000.0,No
0.33,10.71,16000.0,No
0.19,11.89,6000.0,No
0.15,12.53,4800.0,No
0.33,11.71,16000.0,No
0.33,12.99,16000.0,No
0.33,8.88,16000.0,No
0.32,11.83,16000.0,No
0.38,13.24,16000.0,No
0.31,12.84,16000.0,No
0.31,11.71,16000.0,No
0.16,9.32,5000.0,No
0.36,9.63,11100.0,No
0.31,8.9,16000.0,No
0.3,11.49,16000.0,No
0.05,10.95,1525.0,Yes
0.23,9.32,7000.0,Yes
0.3,8.49,16000.0,No
0.3,7.49,16000.0,No
0.39,12.09,12000.0,No
0.21,11.01,6500.0,No
0.34,11.54,16000.0,No
0.32,8.0,10000.0,Yes
0.34,19.91,16000.0,No
0.29,10.59,16000.0,No
0.28,9.33,8800.0,Yes
0.34,13.06,16000.0,No
0.16,5.79,5000.0,Yes
0.13,16.49,4000.0,No
0.34,14.59,10800.0,Yes
0.17,16.49,5400.0,No
0.33,11.36,16000.0,No
0.34,14.11,16000.0,No
0.22,6.03,7000.0,No
0.27,10.0,16000.0,No
0.31,16.0,16000.0,No
0.26,17.58,16000.0,No
0.1,15.23,3200.0,No
0.04,7.49,1200.0,No
0.26,13.99,16000.0,No
0.04,15.99,1200.0,Yes
0.26,10.62,16000.0,No
0.3,16.35,16000.0,No
0.26,13.85,16000.0,No
0.29,16.45,16000.0,No
0.25,15.7,16000.0,No
0.25,7.9,16000.0,Yes
0.24,11.01,16000.0,Yes
0.13,12.73,4000.0,No
0.27,11.01,16000.0,No
0.24,11.01,16000.0,Yes
0.24,8.94,16000.0,No
0.21,14.26,6500.0,No
0.22,13.92,7000.0,Yes
0.23,11.01,16000.0,Yes
0.25,13.98,16000.0,No
0.03,11.48,1000.0,No
0.03,11.48,1000.0,No
0.25,12.69,16000.0,No
0.22,7.49,16000.0,Yes
0.24,15.65,16000.0,No
0.24,14.83,16000.0,No
0.13,16.49,4000.0,No
0.22,11.01,16000.0,Yes
0.21,7.49,16000.0,Yes
0.16,9.99,5000.0,Yes
0.25,13.49,7850.0,Yes
0.22,6.99,7000.0,No
0.23,17.15,16000.0,No
0.18,11.91,5600.0,Yes
0.23,17.27,16000.0,No
0.38,13.47,12000.0,No
0.21,10.74,16000.0,No
0.22,19.47,16000.0,No
0.2,10.37,16000.0,Yes
0.2,9.91,16000.0,Yes
0.05,9.91,1500.0,Yes
0.2,8.49,16000.0,Yes
0.11,12.18,3500.0,Yes
0.2,7.88,16000.0,No
0.22,16.45,16000.0,No
0.2,14.59,16000.0,No
0.35,10.65,11325.0,Yes
0.2,13.47,16000.0,Yes
0.22,16.32,16000.0,No
0.2,10.0,16000.0,Yes
0.09,9.45,3000.0,No
0.22,16.0,16000.0,No
0.21,14.54,16000.0,No
0.21,14.42,16000.0,No
0.12,11.71,3825.0,Yes
0.21,15.31,16000.0,No
0.18,13.06,16000.0,Yes
0.18,14.84,16000.0,Yes
0.18,11.86,16000.0,Yes
0.18,17.27,16000.0,Yes
0.22,10.99,7000.0,Yes
0.37,11.01,12000.0,Yes
0.18,11.01,16000.0,Yes
0.24,10.59,7800.0,Yes
0.18,13.35,16000.0,No
0.15,7.91,5000.0,Yes
0.19,11.89,16000.0,No
0.04,14.26,1000.0,Yes
0.31,5.79,10000.0,Yes
0.06,10.36,2000.0,No
0.12,9.25,4000.0,Yes
0.19,5.79,6000.0,Yes
0.03,11.49,1000.0,Yes
0.03,17.99,1000.0,No
0.31,11.01,10000.0,No
0.03,10.99,1000.0,No
0.03,12.84,1000.0,Yes
0.03,13.98,1000.0,Yes
0.03,14.65,1000.0,Yes
0.03,15.95,1000.0,No
0.26,16.45,8500.0,No
0.45,14.61,14500.0,No
0.22,7.74,7000.0,Yes
0.03,16.29,1000.0,No
0.03,7.51,1000.0,No
0.06,7.4,2000.0,Yes
0.03,10.25,1000.0,No
0.03,12.53,1000.0,Yes
0.03,7.9,1000.0,Yes
0.03,7.29,1000.0,Yes
0.53,12.84,17000.0,No
0.03,7.74,1000.0,Yes
0.03,7.51,1000.0,Yes
0.03,10.99,1000.0,Yes
0.03,7.49,1000.0,Yes
0.22,14.93,7000.0,Yes
0.03,11.01,1000.0,No
0.02,10.46,500.0,Yes
0.03,9.63,1000.0,Yes
0.31,9.91,10000.0,Yes
0.15,5.42,5000.0,Yes
0.03,12.87,1000.0,Yes
0.19,11.99,6000.0,Yes
0.15,7.49,5000.0,Yes
0.02,7.29,1000.0,Yes
0.02,10.99,1000.0,Yes
0.37,7.88,12000.0,No
0.23,11.01,7500.0,Yes
0.31,11.14,10000.0,Yes
0.02,10.36,1000.0,Yes
0.02,11.86,1000.0,No
0.02,7.37,1000.0,Yes
0.02,11.99,1000.0,Yes
0.02,13.98,1000.0,Yes
0.02,11.01,1000.0,Yes
0.02,11.99,1000.0,No
0.03,11.28,1000.0,No
0.02,13.49,1000.0,No
0.02,13.98,1000.0,Yes
0.18,8.9,6000.0,No
0.02,10.99,1000.0,No
0.02,9.88,1000.0,Yes
0.02,8.59,1000.0,No
0.23,8.9,7500.0,Yes
0.02,7.68,1000.0,No
0.03,14.96,1000.0,No
0.03,19.03,1000.0,No
0.02,15.27,1000.0,Yes
0.03,13.06,1000.0,No
0.02,11.01,1000.0,Yes
0.05,11.01,1550.0,No
0.02,14.22,1000.0,Yes
0.02,15.57,1000.0,No
0.02,7.49,1000.0,Yes
0.02,7.9,1000.0,Yes
0.02,6.03,1000.0,No
0.02,10.99,1000.0,Yes
0.03,11.01,1000.0,No
0.18,12.99,5975.0,Yes
0.02,10.62,1000.0,Yes
0.02,6.76,1000.0,No
0.02,16.45,1000.0,No
0.02,6.91,1000.0,Yes
0.02,9.62,1000.0,Yes
0.02,13.16,1000.0,Yes
0.02,7.51,1000.0,No
0.12,10.74,4000.0,No
0.02,7.49,1000.0,No
0.02,7.4,1000.0,No
0.02,14.26,1000.0,Yes
0.02,15.57,1000.0,No
0.02,7.29,1000.0,Yes
0.02,15.58,1000.0,No
0.02,7.66,1000.0,Yes
0.02,13.49,1000.0,No
0.26,13.23,8500.0,Yes
0.14,11.49,4400.0,Yes
0.02,5.42,1000.0,No
0.02,7.14,1000.0,Yes
0.02,11.71,1000.0,Yes
0.01,11.49,1000.0,Yes
0.01,11.26,1000.0,No
0.01,10.75,1000.0,No
0.12,7.51,4000.0,Yes
0.01,7.29,1000.0,No
0.01,8.59,1000.0,Yes
0.01,7.88,1000.0,Yes
0.22,11.71,7200.0,No
0.01,13.23,1000.0,Yes
0.01,13.99,1000.0,Yes
0.18,14.46,6000.0,No
0.01,10.36,1000.0,Yes
0.02,11.01,1075.0,Yes
0.18,8.0,6000.0,No
0.06,11.99,1100.0,No
0.03,6.76,1100.0,No
0.01,10.95,1150.0,Yes
0.09,7.29,1200.0,No
0.03,12.53,1000.0,No
0.08,6.91,1200.0,Yes
0.06,6.99,2000.0,No
0.07,11.89,1200.0,No
0.07,10.37,1200.0,Yes
0.09,8.32,3000.0,Yes
0.07,7.29,1200.0,Yes
0.07,7.14,1200.0,Yes
0.06,14.91,1200.0,No
0.23,11.01,7500.0,No
0.06,7.49,1200.0,Yes
0.06,10.38,1200.0,No
0.05,11.89,1200.0,Yes
0.29,13.49,9600.0,No
0.05,18.25,1200.0,No
0.15,10.65,5000.0,No
0.19,7.9,6400.0,No
0.05,7.9,1200.0,Yes
0.04,5.99,1200.0,Yes
0.14,11.99,4800.0,No
0.03,15.99,1000.0,No
0.04,14.35,1200.0,No
0.04,13.06,1200.0,Yes
0.03,12.69,1200.0,No
0.32,10.74,10800.0,Yes
0.03,9.62,1200.0,Yes
0.09,5.79,3000.0,Yes
0.23,10.37,7750.0,Yes
0.03,10.14,1200.0,Yes
0.03,12.21,1200.0,Yes
0.03,8.88,1200.0,Yes
0.03,13.11,1200.0,Yes
0.12,9.62,4000.0,Yes
0.18,6.54,6000.0,Yes
0.03,8.32,1200.0,Yes
0.03,12.69,1200.0,No
0.03,9.91,1200.0,Yes
0.03,19.29,1200.0,No
0.03,15.7,1200.0,No
0.09,15.95,3025.0,Yes
0.03,13.99,1200.0,Yes
0.03,11.49,1200.0,No
0.03,10.37,1200.0,Yes
0.02,15.58,1200.0,Yes
0.03,14.61,1200.0,No
0.02,8.0,1200.0,No
0.02,8.49,1200.0,No
0.02,9.91,1200.0,Yes
0.3,11.01,10000.0,Yes
0.28,8.94,9475.0,No
0.02,12.68,1200.0,No
0.03,15.95,1200.0,No
0.02,12.68,1200.0,No
0.36,11.01,12000.0,No
0.15,12.18,5000.0,Yes
0.02,11.58,1200.0,Yes
0.02,15.23,1200.0,Yes
0.02,11.71,1200.0,Yes
0.22,10.39,7500.0,Yes
0.02,7.66,1200.0,Yes
0.02,11.01,1200.0,Yes
0.01,8.59,1200.0,No
0.1,12.73,1300.0,No
0.03,7.9,1300.0,Yes
0.02,13.61,1300.0,Yes
0.02,6.99,1300.0,No
0.02,14.27,1300.0,No
0.24,15.05,8000.0,No
0.02,13.49,1300.0,No
0.01,10.59,1300.0,Yes
0.04,13.49,1325.0,No
0.04,12.87,1325.0,No
0.02,10.0,1325.0,No
0.08,9.63,2750.0,Yes
0.02,14.79,1325.0,Yes
0.05,9.99,1350.0,Yes
0.03,5.42,1350.0,Yes
0.02,12.68,1350.0,Yes
0.11,10.83,1400.0,No
0.11,12.69,3725.0,No
0.07,15.62,1400.0,No
0.06,11.01,1925.0,Yes
0.24,7.29,8000.0,Yes
0.15,10.99,5175.0,Yes
0.26,7.49,9000.0,Yes
0.04,15.62,1400.0,No
0.04,13.11,1400.0,Yes
0.18,11.01,6300.0,Yes
0.03,14.27,1400.0,Yes
0.03,7.74,1400.0,Yes
0.03,11.86,1400.0,Yes
0.1,14.42,3500.0,No
0.03,11.49,1400.0,No
0.03,10.59,1400.0,No
0.06,14.27,2000.0,Yes
0.07,11.71,2500.0,Yes
0.21,7.9,7000.0,No
0.03,10.0,1400.0,No
0.34,6.03,11500.0,No
0.25,7.51,8400.0,Yes
0.18,15.62,6000.0,No
0.01,11.01,1400.0,Yes
0.11,7.51,1450.0,Yes
0.05,11.01,1450.0,Yes
0.04,15.58,1450.0,No
0.03,10.74,1450.0,Yes
0.29,7.29,9800.0,Yes
0.02,14.27,1450.0,Yes
0.01,5.79,1475.0,No
0.04,16.29,1500.0,No
0.04,12.73,1500.0,Yes
0.04,11.89,1500.0,No
0.04,14.17,1500.0,Yes
0.29,11.01,10000.0,Yes
0.04,11.01,1500.0,Yes
0.28,8.59,9600.0,No
0.04,13.92,1200.0,Yes
0.04,11.46,1500.0,No
0.04,7.74,1500.0,No
0.04,7.51,1500.0,Yes
0.04,7.29,1500.0,Yes
0.41,6.99,14125.0,Yes
0.04,14.22,1500.0,Yes
0.04,16.82,1500.0,No
0.04,14.61,1500.0,No
0.04,13.92,1500.0,Yes
0.04,8.94,1500.0,Yes
0.17,7.88,6000.0,Yes
0.04,11.12,1500.0,No
0.04,10.99,1500.0,No
0.04,7.49,1500.0,No
0.14,15.99,4800.0,No
0.04,7.29,1500.0,Yes
0.04,13.92,1500.0,Yes
0.04,9.91,1500.0,No
0.04,11.48,1500.0,Yes
0.14,5.79,5000.0,Yes
0.12,14.72,4200.0,Yes
0.27,10.75,9250.0,Yes
0.09,15.21,3250.0,No
0.16,10.38,5500.0,No
0.04,19.41,1500.0,Yes
0.04,6.99,1500.0,Yes
0.03,10.99,1500.0,No
0.04,5.79,1500.0,No
0.03,10.0,1500.0,Yes
0.03,8.88,1500.0,No
0.29,9.63,10000.0,No
0.03,11.01,1500.0,Yes
0.04,14.59,1500.0,No
0.03,15.23,1500.0,No
0.03,10.0,1500.0,Yes
0.36,6.62,12300.0,Yes
0.03,10.37,1500.0,Yes
0.04,15.99,1500.0,No
0.03,13.22,1500.0,Yes
0.28,6.03,9600.0,No
0.27,15.62,9500.0,No
0.07,5.99,2500.0,No
0.03,8.32,1500.0,Yes
0.2,9.99,7000.0,Yes
0.03,15.62,1500.0,No
0.04,16.82,1500.0,No
0.03,13.99,1500.0,No
0.03,12.99,1000.0,No
0.29,10.99,10000.0,No
0.04,8.94,1500.0,No
0.03,12.18,1500.0,Yes
0.03,11.78,1500.0,No
0.03,12.23,1500.0,No
0.13,11.01,4500.0,No
0.24,10.99,8400.0,No
0.03,11.01,1500.0,No
0.03,5.79,1500.0,Yes
0.03,13.16,1500.0,No
0.03,10.71,1500.0,No
0.03,7.49,1500.0,No
0.12,6.92,4000.0,Yes
0.03,11.63,1500.0,Yes
0.24,6.17,8500.0,Yes
0.03,8.49,1500.0,No
0.15,14.84,5225.0,No
0.03,7.51,1500.0,Yes
0.03,10.25,1500.0,No
0.03,10.36,1500.0,No
0.03,14.61,1500.0,No
0.03,17.19,1500.0,No
0.03,14.35,1500.0,No
0.02,14.26,1500.0,Yes
0.02,11.01,1500.0,No
0.02,11.89,1500.0,Yes
0.02,12.61,1500.0,Yes
0.02,13.85,1500.0,No
0.35,12.53,12200.0,No
0.31,11.14,10750.0,Yes
0.02,11.99,1500.0,Yes
0.02,14.17,1500.0,Yes
0.14,8.0,5000.0,Yes
0.12,15.37,4000.0,No
0.02,9.62,1500.0,Yes
0.12,7.68,4000.0,Yes
0.02,13.98,1500.0,No
0.26,10.83,9000.0,No
0.02,12.84,1500.0,Yes
0.02,11.01,1500.0,Yes
0.02,15.58,1500.0,No
0.02,11.36,1500.0,Yes
0.02,10.75,1500.0,Yes
0.02,5.42,1500.0,Yes
0.02,13.57,1500.0,Yes
0.02,12.42,1500.0,No
0.02,7.49,1500.0,No
0.02,6.99,1500.0,Yes
0.02,14.42,1500.0,No
0.03,9.63,1000.0,Yes
0.2,11.01,7000.0,Yes
0.01,11.01,1500.0,Yes
0.01,11.01,1500.0,Yes
0.13,10.36,1600.0,No
0.17,9.99,6000.0,Yes
0.1,10.59,1600.0,No
0.09,18.25,1600.0,No
0.08,7.51,1600.0,Yes
0.08,12.69,1600.0,No
0.06,11.01,1600.0,Yes
0.1,14.59,3500.0,Yes
0.06,13.06,1600.0,Yes
0.07,7.74,1675.0,Yes
0.14,12.87,4800.0,No
0.24,7.68,8500.0,Yes
0.05,11.11,1675.0,Yes
0.05,15.21,1675.0,No
0.03,6.54,1675.0,No
0.02,6.54,1675.0,No
0.06,7.29,2000.0,Yes
0.08,11.11,1700.0,Yes
0.07,9.99,1700.0,No
0.28,10.75,10000.0,Yes
0.03,14.72,1700.0,Yes
0.08,10.75,3000.0,Yes
0.14,8.94,1750.0,No
0.23,8.9,8000.0,Yes
0.17,8.9,6000.0,Yes
0.14,9.99,1750.0,No
0.25,8.9,8875.0,Yes
0.13,14.72,1750.0,No
0.13,15.05,1750.0,No
0.14,6.62,5150.0,No
0.13,7.49,1750.0,No
0.08,10.95,1750.0,Yes
0.06,11.01,1750.0,No
0.06,15.7,1750.0,No
0.02,6.54,1750.0,No
0.06,6.99,1775.0,Yes
0.04,6.54,1775.0,Yes
0.03,12.72,1775.0,Yes
0.04,8.9,1400.0,No
0.1,6.92,1800.0,No
0.14,11.99,5000.0,Yes
0.17,8.49,6075.0,Yes
0.1,9.99,3500.0,Yes
0.08,6.62,1800.0,Yes
0.3,11.01,10625.0,Yes
0.08,13.8,1800.0,Yes
0.08,12.18,1800.0,No
0.21,8.49,7500.0,No
0.32,11.01,11500.0,Yes
0.28,7.49,10000.0,No
0.07,10.65,1800.0,No
0.14,7.49,5000.0,No
0.28,16.49,10000.0,No
0.06,8.49,1800.0,No
0.17,7.49,6000.0,Yes
0.06,11.26,1800.0,Yes
0.06,12.69,1800.0,No
0.03,5.42,1000.0,No
0.06,11.01,2000.0,No
0.05,12.53,1800.0,Yes
0.03,16.49,1800.0,Yes
0.03,12.61,1800.0,Yes
0.08,11.11,3000.0,Yes
0.24,9.63,8400.0,Yes
0.03,14.11,1800.0,No
0.17,10.74,6000.0,Yes
0.03,15.21,1800.0,Yes
0.03,11.49,1800.0,Yes
0.03,13.35,1800.0,Yes
0.03,16.02,1800.0,Yes
0.15,13.23,5500.0,Yes
0.03,14.27,1800.0,Yes
0.03,12.18,1800.0,No
0.02,11.12,1800.0,No
0.02,11.41,1800.0,No
0.02,9.25,1800.0,Yes
0.02,8.94,1800.0,No
0.15,11.01,5500.0,No
0.1,15.62,1825.0,No
0.41,9.88,14500.0,Yes
0.07,12.68,1825.0,Yes
0.18,10.25,6250.0,Yes
0.04,7.12,1850.0,No
0.11,6.99,1875.0,Yes
0.1,13.49,1875.0,No
0.08,11.01,1900.0,No
0.06,7.29,1900.0,No
0.05,13.49,1900.0,Yes
0.05,12.18,1925.0,Yes
0.04,6.17,1925.0,No
0.09,10.37,1950.0,Yes
0.06,8.59,2000.0,No
0.05,13.11,1950.0,Yes
0.15,12.98,5500.0,Yes
0.28,11.01,10000.0,Yes
0.15,10.25,2000.0,No
0.28,8.0,10000.0,Yes
0.13,7.74,2000.0,No
0.13,11.89,2000.0,No
0.11,11.01,2000.0,Yes
0.32,7.9,11500.0,Yes
0.11,10.65,2000.0,Yes
0.11,17.49,2000.0,No
0.12,11.99,4200.0,Yes
0.11,10.37,2000.0,Yes
0.11,5.79,2000.0,No
0.11,6.92,2000.0,Yes
0.2,8.49,7200.0,Yes
0.11,15.58,2000.0,No
0.1,7.88,2000.0,Yes
0.1,7.9,2000.0,Yes
0.1,15.05,2000.0,No
0.1,13.48,2000.0,Yes
0.09,10.37,2000.0,No
0.09,7.51,2000.0,No
0.09,14.79,2000.0,Yes
