person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
29.0,female,High School,97250.0,9,RENT,12500.0,MEDICAL,11.71,0.13,7.0,662,Yes,0
28.0,female,Master,105305.0,8,MORTGAGE,8115.0,EDUCATION,9.68,0.08,10.0,662,No,0
23.0,male,Master,72806.0,0,RENT,10000.0,MEDICAL,7.14,0.14,2.0,678,Yes,0
28.0,male,Bachelor,125622.0,4,RENT,24000.0,EDUCATION,16.69,0.19,5.0,694,Yes,0
28.0,female,Associate,115163.0,5,MORTGAGE,5000.0,VENTURE,7.88,0.04,7.0,641,Yes,0
41.0,male,Associate,97037.0,17,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.85,0.1,13.0,596,Yes,0
26.0,male,High School,130569.0,4,MORTGAGE,13000.0,PERSONAL,8.94,0.1,2.0,671,No,0
25.0,female,Bachelor,48535.0,3,MORTGAGE,4800.0,HOMEIMPROVEMENT,12.42,0.1,4.0,661,No,0
26.0,male,Associate,59815.0,4,MORTGAGE,20000.0,EDUCATION,10.0,0.33,2.0,678,Yes,0
55.0,female,Associate,58697.0,36,RENT,5500.0,EDUCATION,10.62,0.09,22.0,679,No,1
38.0,male,Associate,43100.0,12,RENT,5000.0,VENTURE,14.99,0.12,15.0,681,No,0
24.0,male,High School,67164.0,2,RENT,5000.0,HOMEIMPROVEMENT,10.39,0.07,2.0,554,Yes,0
23.0,male,High School,83867.0,1,MORTGAGE,15000.0,VENTURE,11.58,0.18,3.0,606,Yes,0
31.0,male,Bachelor,143149.0,7,RENT,24250.0,HOMEIMPROVEMENT,12.53,0.17,5.0,538,Yes,0
28.0,female,High School,127153.0,7,MORTGAGE,24000.0,DEBTCONSOLIDATION,11.01,0.19,6.0,601,Yes,0
40.0,female,Bachelor,64600.0,19,RENT,4500.0,MEDICAL,6.03,0.07,16.0,710,No,0
24.0,female,Bachelor,35820.0,1,MORTGAGE,6000.0,MEDICAL,15.62,0.17,3.0,653,No,1
30.0,male,Master,14615.0,10,RENT,2100.0,MEDICAL,6.76,0.14,6.0,691,No,1
24.0,male,Bachelor,63947.0,1,RENT,5000.0,EDUCATION,7.74,0.08,4.0,649,Yes,0
22.0,male,High School,61435.0,3,RENT,12000.0,EDUCATION,12.73,0.2,4.0,609,Yes,0
22.0,female,Bachelor,30844.0,0,MORTGAGE,6500.0,PERSONAL,11.38,0.21,5.0,574,No,0
37.0,male,High School,173663.0,14,MORTGAGE,10000.0,EDUCATION,14.17,0.06,14.0,624,Yes,0
27.0,female,Master,50794.0,5,RENT,11091.0,DEBTCONSOLIDATION,14.65,0.22,5.0,664,No,1
34.0,female,Bachelor,96946.0,9,RENT,21000.0,PERSONAL,11.36,0.22,12.0,660,Yes,0
28.0,male,Master,72924.0,7,RENT,5000.0,HOMEIMPROVEMENT,15.7,0.07,7.0,635,No,0
25.0,male,Master,42748.0,3,RENT,5000.0,PERSONAL,6.25,0.12,4.0,601,Yes,0
25.0,male,Master,24429.0,4,RENT,6250.0,EDUCATION,15.31,0.26,2.0,718,No,1
31.0,female,Master,84888.0,10,MORTGAGE,4500.0,VENTURE,7.9,0.05,8.0,727,No,0
30.0,male,Bachelor,57479.0,8,MORTGAGE,10000.0,VENTURE,12.03,0.17,6.0,674,Yes,0
27.0,male,Bachelor,90932.0,6,RENT,12000.0,VENTURE,11.49,0.13,5.0,550,No,0
29.0,female,Associate,61171.0,6,RENT,5070.0,DEBTCONSOLIDATION,10.51,0.08,10.0,693,No,0
32.0,male,Bachelor,192704.0,11,MORTGAGE,3200.0,MEDICAL,11.01,0.02,5.0,647,Yes,0
22.0,male,Bachelor,51331.0,1,RENT,7000.0,EDUCATION,14.27,0.14,2.0,661,No,0
22.0,female,High School,36715.0,0,RENT,7200.0,MEDICAL,8.9,0.2,2.0,633,No,1
42.0,male,Master,82866.0,21,MORTGAGE,5000.0,VENTURE,7.51,0.06,17.0,720,No,0
44.0,male,Master,43953.0,23,OWN,4000.0,EDUCATION,16.29,0.09,11.0,722,No,0
33.0,female,Master,18166.0,7,OWN,2000.0,VENTURE,14.79,0.11,8.0,648,No,0
34.0,female,Associate,64389.0,13,OWN,9600.0,HOMEIMPROVEMENT,8.94,0.15,10.0,669,Yes,0
24.0,female,Associate,94130.0,6,RENT,6800.0,DEBTCONSOLIDATION,10.99,0.07,3.0,597,Yes,0
23.0,female,Master,73240.0,2,RENT,9000.0,VENTURE,6.14,0.12,3.0,607,Yes,0
27.0,female,Associate,59933.0,5,RENT,11000.0,MEDICAL,11.01,0.18,10.0,609,Yes,0
22.0,female,High School,55201.0,0,RENT,5000.0,MEDICAL,9.91,0.09,3.0,603,No,0
32.0,male,Bachelor,273725.0,8,RENT,25000.0,MEDICAL,12.53,0.09,5.0,627,Yes,0
35.0,male,Bachelor,100733.0,13,MORTGAGE,15000.0,HOMEIMPROVEMENT,11.01,0.15,7.0,569,Yes,0
24.0,female,High School,57159.0,1,OWN,7000.0,MEDICAL,5.87,0.12,4.0,615,Yes,0
24.0,female,Associate,48148.0,4,RENT,3250.0,MEDICAL,9.3,0.07,3.0,543,No,1
22.0,female,High School,40272.0,0,MORTGAGE,13750.0,VENTURE,16.45,0.34,4.0,611,No,1
25.0,female,Bachelor,116093.0,4,RENT,12000.0,HOMEIMPROVEMENT,9.99,0.1,4.0,664,No,0
30.0,male,High School,85369.0,6,RENT,3000.0,MEDICAL,13.98,0.04,9.0,663,Yes,0
23.0,male,Bachelor,48998.0,0,RENT,3500.0,PERSONAL,13.23,0.07,2.0,667,Yes,0
23.0,male,High School,40941.0,1,MORTGAGE,8325.0,PERSONAL,15.99,0.2,3.0,679,No,0
30.0,female,High School,145094.0,10,RENT,10000.0,PERSONAL,17.04,0.07,10.0,649,Yes,0
24.0,female,Associate,97628.0,1,MORTGAGE,12000.0,PERSONAL,5.79,0.12,2.0,656,Yes,0
41.0,male,Associate,146430.0,15,RENT,10000.0,VENTURE,6.03,0.07,13.0,652,Yes,0
26.0,female,High School,84921.0,0,RENT,6500.0,VENTURE,10.83,0.08,6.0,699,No,0
26.0,male,Bachelor,58602.0,8,RENT,25000.0,VENTURE,18.43,0.43,2.0,595,No,1
24.0,male,High School,86007.0,0,MORTGAGE,20000.0,EDUCATION,11.36,0.23,2.0,567,No,0
29.0,male,Associate,85756.0,5,RENT,15000.0,MEDICAL,13.47,0.17,10.0,583,No,1
24.0,male,Bachelor,74771.0,0,MORTGAGE,17918.0,EDUCATION,9.44,0.24,4.0,617,No,0
26.0,male,Bachelor,73057.0,8,MORTGAGE,7000.0,EDUCATION,9.62,0.1,3.0,655,Yes,0
25.0,female,Master,57282.0,2,RENT,8500.0,VENTURE,9.56,0.15,4.0,611,No,0
23.0,male,Bachelor,94830.0,0,RENT,19000.0,VENTURE,8.9,0.2,2.0,642,Yes,0
22.0,male,Bachelor,91378.0,0,MORTGAGE,16000.0,EDUCATION,13.61,0.18,2.0,628,Yes,0
23.0,female,Associate,90920.0,4,MORTGAGE,9500.0,MEDICAL,11.01,0.1,4.0,682,Yes,0
22.0,female,Bachelor,54578.0,1,RENT,7500.0,DEBTCONSOLIDATION,8.49,0.14,4.0,629,No,1
35.0,female,Associate,915386.0,14,OWN,10000.0,MEDICAL,8.94,0.01,10.0,630,Yes,0
22.0,female,Bachelor,61297.0,2,RENT,16800.0,MEDICAL,12.53,0.27,3.0,577,No,1
35.0,male,Bachelor,48806.0,8,RENT,1800.0,MEDICAL,10.55,0.04,11.0,563,Yes,0
23.0,male,Master,62219.0,0,RENT,1000.0,DEBTCONSOLIDATION,7.14,0.02,2.0,694,Yes,0
25.0,male,Master,68064.0,1,RENT,8000.0,VENTURE,5.99,0.12,2.0,603,No,0
30.0,male,Bachelor,61024.0,6,MORTGAGE,5000.0,PERSONAL,11.01,0.08,5.0,674,Yes,0
23.0,male,Associate,39169.0,0,RENT,5000.0,DEBTCONSOLIDATION,7.55,0.13,5.0,654,No,0
23.0,female,High School,90893.0,0,RENT,10000.0,PERSONAL,13.47,0.11,4.0,591,Yes,0
34.0,male,Associate,82423.0,8,MORTGAGE,10000.0,PERSONAL,16.29,0.12,9.0,602,Yes,0
29.0,male,Bachelor,73022.0,4,MORTGAGE,8500.0,MEDICAL,6.92,0.12,7.0,651,No,0
31.0,male,Bachelor,192085.0,5,MORTGAGE,16000.0,DEBTCONSOLIDATION,15.65,0.08,6.0,595,No,1
25.0,female,High School,52018.0,2,RENT,15000.0,VENTURE,11.56,0.29,5.0,602,No,1
21.0,female,Master,45293.0,0,OWN,7155.0,EDUCATION,11.37,0.16,3.0,647,No,0
22.0,male,Associate,73070.0,0,RENT,8000.0,EDUCATION,14.35,0.11,3.0,613,No,0
25.0,male,Associate,66218.0,4,MORTGAGE,5000.0,MEDICAL,15.92,0.08,5.0,673,No,1
28.0,female,Bachelor,49316.0,5,RENT,8000.0,MEDICAL,10.95,0.16,6.0,660,Yes,0
23.0,male,Bachelor,37157.0,3,RENT,4200.0,VENTURE,10.2,0.11,4.0,555,Yes,0
22.0,male,High School,67503.0,0,MORTGAGE,3000.0,MEDICAL,7.37,0.04,2.0,644,Yes,0
28.0,female,Master,120238.0,8,MORTGAGE,6500.0,DEBTCONSOLIDATION,5.99,0.05,6.0,672,No,0
35.0,male,Bachelor,32728.0,11,MORTGAGE,6012.0,MEDICAL,16.16,0.18,8.0,648,No,1
25.0,male,Bachelor,61734.0,4,RENT,10000.0,DEBTCONSOLIDATION,13.85,0.16,2.0,690,Yes,0
40.0,female,High School,73264.0,18,OWN,12000.0,VENTURE,9.63,0.16,13.0,713,Yes,0
22.0,male,Bachelor,30825.0,0,MORTGAGE,1800.0,EDUCATION,8.49,0.06,2.0,538,Yes,0
24.0,female,High School,96657.0,2,RENT,6000.0,PERSONAL,16.35,0.06,3.0,646,No,1
25.0,female,Master,43326.0,3,RENT,7200.0,MEDICAL,10.29,0.17,4.0,679,Yes,0
23.0,male,Bachelor,35599.0,0,MORTGAGE,5000.0,MEDICAL,11.99,0.14,3.0,679,Yes,0
34.0,female,Master,23920.0,8,RENT,5000.0,VENTURE,6.99,0.21,7.0,676,No,1
21.0,female,High School,50056.0,0,RENT,3500.0,EDUCATION,10.75,0.07,3.0,659,Yes,0
25.0,female,High School,99261.0,2,MORTGAGE,7002.0,EDUCATION,9.98,0.07,5.0,645,Yes,0
26.0,male,Master,88127.0,4,MORTGAGE,4500.0,VENTURE,7.74,0.05,3.0,571,Yes,0
57.0,male,High School,94019.0,35,RENT,6625.0,PERSONAL,7.66,0.07,27.0,670,Yes,0
24.0,female,Associate,12995.0,1,RENT,3000.0,PERSONAL,7.9,0.23,3.0,640,No,1
26.0,male,Bachelor,70235.0,4,MORTGAGE,3405.0,PERSONAL,5.42,0.05,4.0,616,Yes,0
32.0,male,Master,89622.0,6,RENT,12000.0,VENTURE,12.42,0.13,7.0,590,Yes,0
23.0,male,Bachelor,60929.0,0,OWN,14000.0,VENTURE,10.33,0.23,2.0,647,Yes,0
32.0,male,Bachelor,112444.0,9,RENT,10000.0,EDUCATION,10.64,0.09,7.0,589,No,0
25.0,female,Associate,128048.0,2,MORTGAGE,4633.0,HOMEIMPROVEMENT,8.25,0.04,3.0,692,Yes,0
22.0,female,Associate,72616.0,1,RENT,7000.0,PERSONAL,14.65,0.1,2.0,621,Yes,0
23.0,female,Associate,65297.0,0,MORTGAGE,2000.0,DEBTCONSOLIDATION,9.62,0.03,4.0,590,No,0
67.0,male,Associate,241126.0,45,MORTGAGE,3000.0,PERSONAL,10.28,0.01,26.0,708,No,0
23.0,female,High School,84646.0,4,MORTGAGE,17000.0,PERSONAL,8.88,0.2,4.0,650,Yes,0
33.0,male,Bachelor,94643.0,9,MORTGAGE,20000.0,MEDICAL,15.96,0.21,10.0,623,Yes,0
32.0,female,Master,49234.0,10,RENT,4000.0,MEDICAL,13.49,0.08,8.0,689,Yes,0
27.0,male,Bachelor,89617.0,7,MORTGAGE,10000.0,DEBTCONSOLIDATION,17.93,0.11,6.0,620,No,1
22.0,female,High School,41003.0,1,RENT,5600.0,MEDICAL,13.23,0.14,4.0,650,No,1
22.0,male,Associate,15307.0,0,RENT,4146.0,MEDICAL,13.57,0.27,4.0,661,No,1
25.0,female,Bachelor,38159.0,2,RENT,7000.0,EDUCATION,7.51,0.18,4.0,651,Yes,0
21.0,female,Bachelor,52750.0,0,RENT,10000.0,PERSONAL,11.01,0.19,4.0,657,Yes,0
27.0,female,Associate,26800.0,7,OWN,4000.0,HOMEIMPROVEMENT,10.62,0.15,9.0,649,Yes,0
22.0,female,High School,42684.0,0,RENT,5000.0,EDUCATION,15.96,0.12,4.0,616,No,1
26.0,male,Bachelor,84644.0,2,MORTGAGE,7000.0,MEDICAL,13.91,0.08,4.0,640,Yes,0
26.0,male,Bachelor,133139.0,0,MORTGAGE,25000.0,PERSONAL,11.37,0.19,4.0,638,No,0
38.0,female,High School,142830.0,18,MORTGAGE,11400.0,DEBTCONSOLIDATION,10.59,0.08,12.0,546,Yes,0
23.0,female,Associate,85052.0,1,RENT,6600.0,VENTURE,12.84,0.08,3.0,646,Yes,0
30.0,male,Bachelor,51623.0,5,OWN,1200.0,EDUCATION,6.62,0.02,8.0,717,Yes,0
22.0,male,Master,45375.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.01,0.22,2.0,668,Yes,0
22.0,male,Master,56219.0,1,RENT,14000.0,EDUCATION,8.49,0.25,4.0,596,Yes,0
27.0,male,Bachelor,106290.0,3,RENT,9150.0,DEBTCONSOLIDATION,6.63,0.09,7.0,595,No,0
23.0,male,High School,55641.0,0,RENT,5000.0,PERSONAL,14.22,0.09,4.0,622,No,0
24.0,male,Master,61181.0,1,RENT,9424.0,HOMEIMPROVEMENT,10.11,0.15,4.0,676,Yes,0
56.0,male,High School,180925.0,34,MORTGAGE,15000.0,PERSONAL,11.48,0.08,28.0,682,Yes,0
23.0,female,Associate,34674.0,5,RENT,6000.0,MEDICAL,9.63,0.17,4.0,627,Yes,0
25.0,male,High School,79165.0,2,RENT,16000.0,PERSONAL,9.05,0.2,7.0,508,Yes,0
25.0,male,High School,185991.0,0,MORTGAGE,9600.0,DEBTCONSOLIDATION,10.95,0.05,4.0,697,No,0
31.0,male,Master,58395.0,7,MORTGAGE,5000.0,HOMEIMPROVEMENT,7.78,0.09,9.0,661,Yes,0
21.0,female,Associate,67833.0,0,RENT,19400.0,VENTURE,13.49,0.29,2.0,555,No,1
21.0,female,Bachelor,29713.0,0,RENT,3600.0,EDUCATION,11.99,0.12,3.0,591,Yes,0
30.0,male,Bachelor,157015.0,10,MORTGAGE,4000.0,VENTURE,11.01,0.03,6.0,702,Yes,0
28.0,female,High School,84975.0,3,MORTGAGE,15000.0,VENTURE,16.0,0.18,7.0,658,Yes,0
24.0,female,Associate,174784.0,2,MORTGAGE,12000.0,MEDICAL,10.99,0.07,2.0,672,Yes,0
24.0,male,High School,91288.0,0,MORTGAGE,5500.0,PERSONAL,11.86,0.06,4.0,545,No,0
30.0,female,Master,77341.0,5,RENT,5000.0,DEBTCONSOLIDATION,10.45,0.06,8.0,673,No,1
30.0,male,Bachelor,60902.0,9,RENT,10000.0,MEDICAL,12.33,0.16,7.0,639,No,0
27.0,male,Bachelor,96055.0,5,MORTGAGE,8000.0,MEDICAL,6.46,0.08,5.0,626,No,0
25.0,female,Bachelor,46498.0,2,RENT,6000.0,EDUCATION,11.56,0.13,2.0,693,Yes,0
31.0,female,High School,88324.0,12,RENT,29700.0,HOMEIMPROVEMENT,11.11,0.34,7.0,566,No,1
28.0,female,High School,132898.0,6,MORTGAGE,22400.0,PERSONAL,11.01,0.17,6.0,573,No,0
23.0,male,High School,60972.0,2,RENT,6000.0,DEBTCONSOLIDATION,11.49,0.1,3.0,672,No,0
21.0,male,High School,90793.0,0,MORTGAGE,20000.0,PERSONAL,13.11,0.22,2.0,595,Yes,0
34.0,male,Bachelor,24402.0,13,RENT,4500.0,PERSONAL,10.59,0.18,9.0,686,No,1
26.0,male,Associate,65735.0,8,RENT,8000.0,DEBTCONSOLIDATION,5.42,0.12,4.0,569,Yes,0
42.0,male,Doctorate,705960.0,21,MORTGAGE,20686.0,PERSONAL,10.74,0.03,16.0,689,No,1
32.0,male,Bachelor,60488.0,10,RENT,8900.0,MEDICAL,11.01,0.15,7.0,682,Yes,0
28.0,female,High School,41796.0,7,RENT,3000.0,PERSONAL,10.65,0.07,10.0,619,No,1
37.0,female,Bachelor,71731.0,14,RENT,4800.0,EDUCATION,14.54,0.07,14.0,644,No,1
26.0,male,Master,27364.0,0,OWN,5400.0,PERSONAL,5.42,0.2,3.0,646,No,0
26.0,male,Associate,127092.0,4,OWN,4800.0,HOMEIMPROVEMENT,11.71,0.04,4.0,619,No,0
28.0,female,Bachelor,32913.0,4,RENT,9000.0,EDUCATION,8.37,0.27,7.0,658,No,1
30.0,female,High School,116245.0,4,RENT,14400.0,PERSONAL,11.01,0.12,8.0,627,Yes,0
23.0,male,Associate,137125.0,0,MORTGAGE,24250.0,EDUCATION,10.62,0.18,3.0,684,Yes,0
23.0,male,Associate,67083.0,0,MORTGAGE,8000.0,VENTURE,14.03,0.12,4.0,628,Yes,0
32.0,female,Associate,120889.0,10,MORTGAGE,9946.0,PERSONAL,5.47,0.08,8.0,608,Yes,0
33.0,female,Master,65664.0,10,MORTGAGE,32000.0,MEDICAL,15.23,0.49,7.0,677,No,1
28.0,male,Bachelor,79168.0,5,MORTGAGE,15000.0,EDUCATION,9.99,0.19,10.0,632,Yes,0
36.0,male,Associate,121677.0,13,RENT,24000.0,HOMEIMPROVEMENT,11.99,0.2,11.0,638,Yes,0
31.0,male,High School,36843.0,10,MORTGAGE,11225.0,DEBTCONSOLIDATION,13.62,0.3,6.0,620,No,1
22.0,female,Master,45499.0,0,RENT,3000.0,DEBTCONSOLIDATION,20.0,0.07,2.0,643,No,1
22.0,female,Bachelor,55765.0,0,MORTGAGE,1600.0,VENTURE,7.88,0.03,2.0,623,No,0
27.0,female,Bachelor,43036.0,5,RENT,3500.0,VENTURE,8.59,0.08,6.0,617,No,0
22.0,female,Master,39399.0,0,OWN,3000.0,MEDICAL,6.99,0.08,4.0,653,Yes,0
30.0,male,High School,51275.0,3,RENT,10000.0,MEDICAL,11.01,0.2,8.0,645,No,0
26.0,male,Associate,36956.0,2,RENT,3600.0,MEDICAL,15.99,0.1,4.0,593,No,1
26.0,female,Bachelor,168956.0,1,MORTGAGE,13050.0,HOMEIMPROVEMENT,14.59,0.08,3.0,617,Yes,0
26.0,female,Doctorate,35793.0,3,MORTGAGE,11200.0,HOMEIMPROVEMENT,11.14,0.31,4.0,708,No,1
22.0,female,Associate,229048.0,0,RENT,12600.0,VENTURE,6.92,0.06,3.0,685,No,0
28.0,male,Associate,116186.0,7,MORTGAGE,2857.0,DEBTCONSOLIDATION,10.59,0.02,8.0,615,Yes,0
27.0,male,Bachelor,310552.0,3,RENT,35000.0,EDUCATION,18.64,0.11,10.0,588,No,1
23.0,male,Bachelor,72675.0,0,MORTGAGE,7000.0,EDUCATION,6.79,0.1,3.0,682,No,0
30.0,male,Bachelor,87318.0,9,MORTGAGE,20000.0,MEDICAL,10.38,0.23,5.0,479,Yes,0
27.0,female,High School,32393.0,6,RENT,12000.0,VENTURE,13.22,0.37,5.0,652,No,1
40.0,male,Associate,29624.0,19,RENT,2700.0,VENTURE,14.27,0.09,17.0,637,Yes,0
26.0,female,High School,66035.0,1,MORTGAGE,5000.0,EDUCATION,6.62,0.08,2.0,646,No,0
26.0,female,Associate,79101.0,5,RENT,17000.0,VENTURE,13.47,0.21,2.0,578,Yes,0
25.0,female,Master,75074.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.89,0.13,3.0,654,No,0
29.0,female,Bachelor,92695.0,6,MORTGAGE,13475.0,EDUCATION,8.94,0.15,9.0,694,Yes,0
27.0,female,Associate,41440.0,5,MORTGAGE,6400.0,HOMEIMPROVEMENT,7.14,0.15,10.0,550,Yes,0
27.0,female,Bachelor,13320.0,6,OWN,4750.0,PERSONAL,14.72,0.36,7.0,619,No,1
23.0,male,Associate,44375.0,3,RENT,8000.0,EDUCATION,7.51,0.18,2.0,615,Yes,0
23.0,female,Bachelor,44328.0,2,RENT,15000.0,VENTURE,10.31,0.34,4.0,678,No,1
29.0,male,Bachelor,100795.0,10,MORTGAGE,7500.0,MEDICAL,10.67,0.07,10.0,582,No,0
22.0,female,Bachelor,58689.0,0,RENT,6700.0,DEBTCONSOLIDATION,11.99,0.11,3.0,685,Yes,0
22.0,male,Associate,44422.0,0,MORTGAGE,18407.0,VENTURE,8.34,0.41,4.0,651,Yes,0
34.0,female,Associate,76044.0,12,RENT,20000.0,VENTURE,12.11,0.26,9.0,658,No,1
36.0,female,Associate,49113.0,13,MORTGAGE,6000.0,EDUCATION,8.49,0.12,17.0,657,Yes,0
22.0,male,Bachelor,63504.0,0,MORTGAGE,2650.0,VENTURE,12.99,0.04,3.0,654,Yes,0
31.0,female,Associate,186923.0,9,RENT,20000.0,HOMEIMPROVEMENT,10.74,0.11,6.0,630,Yes,0
22.0,male,Bachelor,38532.0,0,RENT,12000.0,EDUCATION,10.39,0.31,2.0,642,No,1
26.0,female,Bachelor,22664.0,1,RENT,8619.0,DEBTCONSOLIDATION,13.57,0.38,3.0,618,No,1
28.0,male,High School,43038.0,6,RENT,4000.0,EDUCATION,12.53,0.09,5.0,586,Yes,0
29.0,male,Associate,58546.0,7,MORTGAGE,20000.0,PERSONAL,11.01,0.34,9.0,648,Yes,0
26.0,male,Bachelor,103301.0,3,RENT,12000.0,PERSONAL,11.01,0.12,3.0,623,No,0
73.0,male,Associate,47877.0,48,RENT,1800.0,MEDICAL,12.53,0.04,21.0,684,No,0
30.0,male,Bachelor,63157.0,5,MORTGAGE,3200.0,PERSONAL,6.99,0.05,5.0,686,No,0
23.0,male,High School,53626.0,3,RENT,12000.0,DEBTCONSOLIDATION,14.17,0.22,2.0,689,No,1
37.0,female,Bachelor,73064.0,12,MORTGAGE,18000.0,HOMEIMPROVEMENT,10.01,0.25,9.0,672,Yes,0
26.0,male,Bachelor,15505.0,0,OWN,2700.0,DEBTCONSOLIDATION,11.01,0.17,4.0,587,No,1
30.0,female,Bachelor,99203.0,8,MORTGAGE,10000.0,PERSONAL,15.8,0.1,6.0,581,Yes,0
32.0,male,Bachelor,64501.0,14,MORTGAGE,6800.0,EDUCATION,12.84,0.11,7.0,633,Yes,0
23.0,female,High School,48998.0,1,RENT,2000.0,DEBTCONSOLIDATION,11.71,0.04,4.0,618,No,0
23.0,male,Master,14182.0,0,OWN,1400.0,VENTURE,9.32,0.1,4.0,660,Yes,0
28.0,female,High School,63590.0,7,MORTGAGE,7500.0,MEDICAL,9.43,0.12,6.0,587,Yes,0
23.0,female,Bachelor,54919.0,0,RENT,6225.0,VENTURE,11.54,0.11,4.0,706,Yes,0
22.0,female,High School,67102.0,0,RENT,12000.0,MEDICAL,11.01,0.18,3.0,610,No,1
23.0,female,Bachelor,91154.0,0,RENT,13000.0,DEBTCONSOLIDATION,6.91,0.14,2.0,675,No,0
25.0,female,High School,44844.0,2,RENT,5587.0,EDUCATION,9.64,0.12,4.0,634,No,0
21.0,female,High School,40504.0,0,RENT,3500.0,MEDICAL,11.71,0.09,4.0,649,Yes,0
32.0,male,Master,73897.0,9,MORTGAGE,2000.0,PERSONAL,7.9,0.03,7.0,689,No,0
29.0,male,Bachelor,41371.0,8,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.12,0.15,7.0,614,No,0
26.0,male,High School,77950.0,7,RENT,1000.0,DEBTCONSOLIDATION,10.75,0.01,2.0,603,Yes,0
26.0,male,High School,89371.0,2,MORTGAGE,1200.0,HOMEIMPROVEMENT,13.22,0.01,4.0,577,No,0
48.0,female,Associate,36538.0,27,OWN,10000.0,EDUCATION,11.01,0.27,12.0,663,Yes,0
43.0,male,High School,52602.0,23,MORTGAGE,15000.0,MEDICAL,8.88,0.29,12.0,682,No,0
34.0,female,Associate,91072.0,11,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.64,0.27,9.0,679,Yes,0
24.0,male,Associate,114971.0,4,RENT,10000.0,DEBTCONSOLIDATION,11.01,0.09,2.0,514,Yes,0
25.0,male,High School,150921.0,4,MORTGAGE,10000.0,VENTURE,5.99,0.07,3.0,620,Yes,0
23.0,male,Bachelor,51685.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.01,0.19,3.0,563,No,1
24.0,male,Associate,22331.0,0,RENT,4000.0,DEBTCONSOLIDATION,11.01,0.18,3.0,653,No,1
23.0,male,Bachelor,55342.0,2,MORTGAGE,5000.0,VENTURE,6.76,0.09,3.0,680,Yes,0
31.0,female,Associate,45256.0,9,MORTGAGE,22000.0,DEBTCONSOLIDATION,12.73,0.49,7.0,708,Yes,0
27.0,male,Master,132711.0,2,RENT,18000.0,VENTURE,9.91,0.14,5.0,694,Yes,0
25.0,male,Master,109881.0,3,RENT,9000.0,VENTURE,13.22,0.08,3.0,716,No,0
23.0,female,High School,49372.0,0,MORTGAGE,14400.0,PERSONAL,13.22,0.29,3.0,650,No,0
40.0,female,Associate,92054.0,16,MORTGAGE,3600.0,MEDICAL,12.87,0.04,11.0,546,Yes,0
33.0,male,Bachelor,84920.0,15,MORTGAGE,14000.0,HOMEIMPROVEMENT,12.61,0.16,10.0,613,No,0
28.0,male,Master,90980.0,6,RENT,3000.0,DEBTCONSOLIDATION,7.68,0.03,7.0,716,Yes,0
33.0,female,Master,22608.0,9,OWN,7000.0,MEDICAL,8.0,0.31,9.0,646,No,1
23.0,female,Associate,114877.0,2,RENT,12000.0,DEBTCONSOLIDATION,11.71,0.1,3.0,578,Yes,0
31.0,male,Bachelor,113267.0,9,MORTGAGE,24000.0,VENTURE,16.08,0.21,6.0,689,No,1
29.0,female,Bachelor,262666.0,7,MORTGAGE,25000.0,HOMEIMPROVEMENT,18.88,0.1,9.0,618,No,1
26.0,male,Bachelor,74276.0,5,MORTGAGE,12000.0,PERSONAL,12.21,0.16,4.0,574,Yes,0
27.0,female,Associate,103126.0,3,MORTGAGE,12000.0,EDUCATION,6.62,0.12,10.0,629,Yes,0
23.0,male,Master,47672.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.11,0.1,3.0,507,No,1
24.0,female,Bachelor,28862.0,4,RENT,3500.0,PERSONAL,10.78,0.12,5.0,622,No,0
36.0,male,Bachelor,50902.0,12,RENT,20897.0,EDUCATION,8.12,0.41,11.0,662,No,1
23.0,female,Associate,26791.0,1,RENT,5430.0,EDUCATION,11.61,0.2,4.0,642,Yes,0
30.0,male,Bachelor,116131.0,8,RENT,4000.0,VENTURE,10.75,0.03,5.0,684,Yes,0
33.0,female,High School,84754.0,10,MORTGAGE,6300.0,DEBTCONSOLIDATION,7.14,0.07,10.0,646,No,0
21.0,male,Associate,36919.0,0,RENT,1500.0,DEBTCONSOLIDATION,13.92,0.04,2.0,622,Yes,0
21.0,male,Bachelor,25666.0,0,OWN,3550.0,VENTURE,11.01,0.14,4.0,693,Yes,0
34.0,female,Doctorate,62969.0,8,MORTGAGE,12000.0,VENTURE,17.88,0.19,8.0,630,No,1
30.0,male,Master,69271.0,10,RENT,2500.0,MEDICAL,11.01,0.04,9.0,701,No,0
23.0,male,Bachelor,55443.0,2,MORTGAGE,20500.0,DEBTCONSOLIDATION,9.25,0.37,2.0,624,No,0
22.0,female,Bachelor,43165.0,0,RENT,1500.0,EDUCATION,6.94,0.03,3.0,648,Yes,0
26.0,male,High School,44341.0,3,RENT,7000.0,PERSONAL,12.18,0.16,6.0,645,No,0
